reviewid,artist, popularity
11841,slowdive,65.0
2525,the darkness,58.0
490,acid house kings,18.0
19053,death vessel,8.0
6586,panic! at the disco,77.0
5427,morcheeba,59.0
4970,jens lekman,34.0
12634,diplo,78.0
4030,isaac hayes,51.0
2631,greg dulli,19.0
11722,double leopards,50.0
19670,the ukiah drag,0.0
6835,the roots,61.0
58,adult.,29.0
16339,sinad o'connor,64.0
11839,system of a down,82.0
6608,queens of the stone age,70.0
1184,various artists,7.0
2630,neil diamond,68.0
6585,kelley polar,22.0
3352,page france,15.0
4995,lil' kim,65.0
2629,paul duncan,0.0
7936,tangiers,3.0
5935,ric ocasek,31.0
7728,bruce springsteen,77.0
7723,sun kil moon,49.0
525,badgerlore,0.0
489,matias aguayo,31.0
2545,dios (malos),19.0
3569,green day,82.0
4318,junior senior,52.0
5556,menomena,33.0
4004,the howling hex,3.0
5228,the mendoza line,6.0
945,bright eyes,57.0
2105,various artists,7.0
4026,jana hunter,14.0
6023,oranger,12.0
2059,various artists,7.0
9937,madonna,80.0
3382,galaxie 500,41.0
4027,richard hell,35.0
3670,gasp,9.0
5650,make believe,7.0
8682,wilco,61.0
4994,lady sovereign,35.0
4625,mike ladd,32.0
3659,the gris gris,3.0
2529,david dondero,14.0
1182,babyshambles,42.0
1183,burt bacharach,48.0
5818,no-neck blues band,4.0
3667,grizzly bear,55.0
2104,various artists,7.0
11758,hella,34.0
1181,kate bush,71.0
2626,dead kennedys,57.0
2332,dirty three,32.0
1822,circulus,5.0
609,beastie boys,69.0
13311,the skygreen leopards,7.0
7836,songs of green pheasant,12.0
7835,dawn smithson,0.0
2103,various artists,7.0
704,bonnie prince billy,44.0
3047,various artists,7.0
3602,guided by voices,47.0
3687,goblin cock,25.0
2102,various artists,7.0
1739,colder,71.0
5119,the mars volta,52.0
3642,gravenhurst,23.0
19548,old 97's,41.0
4993,the like,26.0
8304,test icicles,17.0
2101,various artists,7.0
1180,the bats,31.0
532,derek bailey,13.0
5156,matt pond pa,36.0
6503,public enemy,57.0
239,afx,31.0
3686,carlos giffoni,0.0
2047,various artists,7.0
4992,the lost patrol band,10.0
12596,antony and the johnsons,47.0
3601,guided by voices,47.0
189,the angels of light,28.0
189,akron/family,27.0
8807,we are wolves,24.0
6952,jack rose,24.0
3753,harvey danger,51.0
8809,craig wedren,42.0
4025,imogen heap,79.0
7716,stellastarr*,24.0
1179,bun b,59.0
5812,nirvana,83.0
6487,the prodigy,66.0
2928,early man,15.0
5667,malcolm middleton,24.0
1821,celebration,33.0
19673,vashti bunyan,48.0
1973,various artists,7.0
6306,pinetop seven,3.0
4568,khanate,12.0
3351,from monument to masses,14.0
2290,destiny's child,72.0
11218,earth,75.0
2937,dominik eulberg,42.0
2078,various artists,7.0
3828,her space holiday,23.0
457,annie,71.0
6920,rogue wave,44.0
8979,the joggers,3.0
1178,the band,63.0
8483,cristian vogel,16.0
5666,make a rising,1.0
8379,the usa is a monster,2.0
6950,rev run,19.0
3274,the fiery furnaces,24.0
4364,emmanuel jal,56.0
6696,t. raumschmiere,20.0
1095,various artists,7.0
2881,explosions in the sky,51.0
3698,various artists,7.0
8806,wayne b,31.0
7163,silver jews,47.0
8748,various artists,7.0
1253,calla,20.0
2618,diamond nights,14.0
5548,metric,63.0
2285,depeche mode,75.0
7897,various artists,7.0
8303,three 6 mafia,64.0
2298,the detroit cobras,35.0
4272,joan of arc,22.0
11637,afx,31.0
17110,lightning bolt,30.0
275,arab strap,36.0
4349,liz janes,4.0
5922,ninja high school,0.0
8828,xxl,50.0
193,animal collective,50.0
2628,delia gonzalez and gavin russom,1.0
996,various artists,7.0
5867,numbers,28.0
3185,freakwater,15.0
8267,talking heads,69.0
2520,the deadly snakes,14.0
2625,the dead science,1.0
18104,boards of canada,57.0
7349,sonic youth,58.0
10206,the clientele,43.0
5588,minus story,2.0
4181,j-live,46.0
3350,tim fite,16.0
1820,cage,74.0
2576,dungen,35.0
488,audion,41.0
1387,cerberus shoal,10.0
8805,we are scientists,41.0
20233,gang of four,48.0
5921,neon blonde,8.0
8027,richard thompson,42.0
4991,lichens,4.0
2624,danger doom,59.0
11708,clipse,51.0
8672,why?,39.0
2300,deus,31.0
8302,tren brothers,17.0
1591,constantines,25.0
2980,the fall,44.0
2256,deerhoof,39.0
16331,mouse on mars,29.0
12306,castanets,22.0
7834,swords,42.0
16943,my morning jacket,56.0
8804,paul wall,65.0
3700,hackensaw boys,35.0
486,amusement parks on fire,23.0
3765,juliana hatfield,31.0
10649,the go! team,41.0
4733,john lennon,70.0
2100,various artists,7.0
4024,the hospitals,0.0
8411,armand van helden,64.0
11639,fiona apple,65.0
4635,ladytron,49.0
4602,kiss me deadly,47.0
7833,the sun,63.0
5920,nicolay,24.0
672,the beta band,45.0
955,broken social scene,52.0
11545,mount eerie,45.0
344,atmosphere,56.0
8980,ghost of monkshood,0.0
4363,jackson and his computerband,22.0
6256,liz phair,47.0
3280,franz ferdinand,69.0
6949,robyn,63.0
6117,the occasion,0.0
1972,various artists,7.0
485,amadou & mariam,57.0
3685,giant drag,22.0
2388,dj spooky,33.0
788,blackalicious,45.0
12298,the rosebuds,31.0
4023,richard hawley,48.0
4404,kepler,56.0
11687,broken spindles,9.0
8855,neil young,69.0
2099,various artists,7.0
8981,big star,45.0
5640,mommy and daddy,17.0
8586,the warlocks,29.0
43,ryan adams & the cardinals,39.0
8817,xbxrx,11.0
5758,neutral milk hotel,57.0
8466,vibracathedral orchestra,4.0
642,bellini,47.0
5665,marjorie fair,11.0
3549,grandaddy,45.0
8794,wolf parade,42.0
19503,reigning sound,28.0
15481,nat baldwin,2.0
4454,kingsbury manx,9.0
5374,moistboyz,15.0
19391,echo and the bunnymen,57.0
11816,run-d.m.c.,0.0
4990,lords,38.0
4345,john wilkes booze,0.0
5696,nada surf,50.0
5973,old time relijun,9.0
8610,ween,58.0
2098,various artists,7.0
4276,jhann jhannsson,63.0
11681,david bowie,77.0
1176,david banner,52.0
3292,jason forrest,2.0
5167,mazarin,22.0
1583,tony conrad,5.0
159,american analog set,40.0
1175,blood on the wall,6.0
9278,excepter,2.0
8918,you say party,11.0
4258,the jim yoshii pile-up,12.0
220,apes,38.0
11843,richard swift,38.0
948,broadcast,50.0
2935,eazy-e,66.0
1147,black mountain,36.0
2164,the dandy warhols,54.0
1757,cocorosie,45.0
392,david axelrod,32.0
8878,susumu yokota,48.0
5663,the most serene republic,11.0
4989,little brother,42.0
5664,damian marley,68.0
1029,r.l. burnside,45.0
5196,meat beat manifesto,31.0
6583,paavoharju,19.0
4129,calexico,46.0
4129,iron & wine,64.0
2553,the double,3.0
4022,hail social,3.0
6704,the real tuesday weld,44.0
5958,ok go,55.0
553,devendra banhart,55.0
7504,stereolab,53.0
404,apollo sunshine,29.0
5662,modey lemon,4.0
484,august born,55.0
2097,various artists,7.0
2623,dabrye,30.0
4021,heavy trash,19.0
7670,rob swift,22.0
7155,sigur rs,57.0
11852,asmus tietchens,11.0
4929,luomo,21.0
11820,the rakes,29.0
4361,seu jorge,69.0
4019,emmylou harris,60.0
11659,devendra banhart,55.0
11659,jana hunter,14.0
752,black dice,15.0
15724,yob,31.0
4020,luke haines,20.0
13728,elbow,54.0
5012,m83,72.0
8972,serena-maneesh,13.0
8301,10 in the swear jar,42.0
3495,gogol bordello,51.0
3349,felt,35.0
3684,the greenhornes,39.0
2501,bob dylan,78.0
3286,flamin' groovies,34.0
1817,june carter cash,51.0
4522,koufax,8.0
773,black rebel motorcycle club,52.0
4011,hard-fi,43.0
3985,hair police,2.0
7830,ivan smagghe,9.0
10717,jos gonzlez,65.0
6613,quasimoto,49.0
3506,goldfrapp,52.0
4018,keiji haino,18.0
5315,minotaur shock,13.0
8803,white mice,2.0
1131,bloc party,62.0
5919,new buffalo,11.0
2622,daikaiju,30.0
5163,mayday,61.0
3348,orenda fink,11.0
2233,death cab for cutie,63.0
7627,supergrass,59.0
686,the bevis frond,24.0
8553,waco brothers,14.0
1642,cowboy junkies,48.0
8768,kanye west,92.0
16040,deptford goth,28.0
6420,portastatic,23.0
8525,laura veirs,39.0
3681,gospel,25.0
4166,iron maiden,73.0
8405,john vanderslice,25.0
11714,various artists,7.0
3347,foreign born,8.0
1077,bottom of the hudson,1.0
1174,bell orchestre,10.0
3680,get him eat him,2.0
8053,thuja,0.0
7829,the spinto band,26.0
5918,nations by the river,2.0
7605,super furry animals,39.0
3346,felipe + forte,55.0
5326,minus the bear,46.0
11539,vetiver,38.0
5343,mobius band,4.0
8543,violent femmes,58.0
3345,flotation toy warning,28.0
4464,kinski,26.0
8300,tenement halls,1.0
739,bjrk,64.0
14195,the new pornographers,42.0
531,derek bailey,13.0
7572,sunburned hand of the man,13.0
4988,leaves,40.0
4951,daniel lanois,50.0
4601,the kallikak family,3.0
1173,brakes,85.0
12319,chad vangaalen,30.0
4158,i am kloot,35.0
481,alarm will sound,20.0
11842,the stooges,51.0
480,afrirampo,5.0
8541,the visible men,0.0
2258,gene defcon,3.0
13709,the cribs,44.0
2021,various artists,7.0
6582,part chimp,16.0
3649,gang gang dance,26.0
2894,electronicat,2.0
1815,criteria,13.0
3678,geiger,30.0
10899,mount eerie,45.0
3344,field music,26.0
12656,phosphorescent,51.0
6540,the ponys,13.0
11854,terrestrial tones,0.0
14935,wooden wand,9.0
8916,jeezy,71.0
8784,windsor for the derby,23.0
4411,kid606,21.0
11834,the 101'ers,22.0
9179,johnny cash,75.0
7774,sons and daughters,56.0
4165,icky boyfriends,2.0
7826,subtitle,9.0
9047,the go! team,41.0
1172,buckshot,43.0
4987,the life and times,17.0
479,agoraphobic nosebleed,27.0
8797,without gravity,2.0
1702,cursive,42.0
3909,holopaw,5.0
25,acid mothers temple,15.0
6429,the posies,32.0
5917,the nein,84.0
4351,michael jackson,84.0
11635,afx,31.0
3343,fursaxa,12.0
846,the body lovers/the body haters,10.0
6077,oxes,7.0
6683,ramones,66.0
2620,dipset,46.0
2934,electric light orchestra,72.0
2621,doleful lions,1.0
8386,unsane,28.0
3836,matthew herbert,40.0
1744,colleen,24.0
97,alaska!,3.0
2933,editors,53.0
7731,statistics,12.0
3230,fruit bats,55.0
11739,funkadelic,52.0
7957,teenage fanclub,43.0
2932,elektro4,2.0
7824,some girls,13.0
6502,public enemy,57.0
2094,various artists,7.0
11712,various artists,7.0
5222,melvins,48.0
8187,turbonegro,45.0
2575,dungen,35.0
8464,luke vibert,34.0
1793,chin up chin up,5.0
2093,various artists,7.0
2455,dressy bessy,31.0
1814,clor,29.0
3037,fennesz,37.0
3037,sakamoto,64.0
1171,bakonour,47.0
3661,githead,9.0
8359,unklesounds,70.0
6410,iggy pop,61.0
8540,tom vek,28.0
7823,spires that in the sunset rise,5.0
8292,tralala,45.0
5659,mixel pixel,2.0
13670,pelican,36.0
5047,mahogany,43.0
1170,bohren & der club of gore,41.0
5740,negativland,20.0
2931,exile,44.0
6119,orange juice,40.0
7819,sybris,2.0
3342,ferenc,28.0
7822,mark stewart,16.0
2619,diamond nights,14.0
5447,bob mould,41.0
4017,gary higgins,14.0
8796,denison witmer,39.0
5248,merzbow,29.0
4927,lungfish,31.0
5660,eric malmberg,5.0
8291,tosca,51.0
11366,willie nelson,71.0
1971,various artists,7.0
4847,longwave,19.0
1167,meredith bragg and the terminals,54.0
4015,darren hanlon,21.0
8915,youth group,42.0
1070,buck 65,32.0
1169,alan braxe,62.0
7484,the starvations,4.0
8001,they might be giants,57.0
5658,metalux,0.0
1166,the black dahlia murder,49.0
4598,kano,48.0
2091,various artists,7.0
14165,the juan maclean,33.0
4016,hosono & yokoo,58.0
4986,little barrie,37.0
785,frank black,41.0
5657,m.a.n.d.y.,36.0
1813,nick castro and the poison tree,43.0
5611,medications,15.0
8539,vanishing kids,5.0
1572,the concretes,25.0
8795,jim orourke,25.0
8795,white out,0.0
8795,william winant,8.0
11751,grandmaster flash,43.0
11751,grandmaster flash & the furious five,43.0
7331,son volt,39.0
2909,esmerine,17.0
8827,xiu xiu,45.0
2617,doveman,14.0
6580,puerto muerto,15.0
6935,the redwalls,18.0
6453,prefuse 73,34.0
6579,platinum pied pipers,16.0
4600,femi kuti,37.0
7821,stromba,76.0
1001,richard buckner & jon langford,30.0
11699,can,75.0
7820,slim thug,59.0
6863,ryksopp,61.0
6287,piano magic,31.0
6578,the primary 5,3.0
7816,sunset rubdown,27.0
1480,circus devils,10.0
453,arcade fire,65.0
11855,13th floor elevators,38.0
353,auburn lull,11.0
8914,ying yang twins,64.0
6577,the peppermints,18.0
5656,risn murphy,30.0
8793,wolf parade,42.0
1812,collapsar,0.0
478,absentee,2.0
6118,odawas,2.0
2759,missy elliott,71.0
2090,various artists,7.0
6116,oxford collapse,8.0
827,f.s. blumm,29.0
2616,doris henson,0.0
4597,r. kelly,68.0
2979,the fall,44.0
7813,smegma,6.0
7747,skeletons and the girl-faced boys,47.0
7815,slow dazzle,47.0
7514,sufjan stevens,71.0
4777,jamie lidell,41.0
8792,white rock,5.0
6576,the planet the,59.0
7287,smog,43.0
6107,optimo,37.0
4014,billie holiday,65.0
2065,various artists,7.0
6001,oneida,16.0
8634,paul westerberg,36.0
12041,diplo,78.0
11776,m83,72.0
2615,desmond dekker,39.0
3341,fifths of seven,70.0
5916,no wait wait,11.0
3163,fountains of wayne,59.0
1995,various artists,7.0
4947,lowlights,1.0
6105,ol' dirty bastard,63.0
1165,battletorn,0.0
2089,various artists,7.0
4013,hanne hukkelberg,12.0
6946,the red chord,26.0
5655,more dogs,0.0
5600,the mae shi,14.0
4985,rod lee,25.0
8297,yann tiersen & shannon wright,65.0
5261,mice parade,19.0
2735,electric six,48.0
7896,various artists,7.0
8791,wilderness,7.0
6114,the old haunts,3.0
6115,om,83.0
3984,hair police,2.0
4304,joy zipper,19.0
738,various artists,7.0
2930,eyeball skeleton,0.0
11713,various artists,7.0
5896,the narrator,45.0
3675,goon moon,9.0
15805,clap your hands say yeah,42.0
1164,black sunday,0.0
6113,orthrelm,2.0
6575,pajo,7.0
8296,22-20s,26.0
5734,need new body,4.0
5653,major stars,1.0
8436,the velvet underground,63.0
8189,turin brakes,40.0
7814,say hi to your mom,34.0
11762,isis,37.0
1810,billy corgan,31.0
8295,the tears,20.0
477,applied communications,4.0
7812,screaming trees,46.0
6976,saint etienne,47.0
1287,laura cantrell,18.0
2929,engineers,19.0
414,ellen allien,36.0
6020,the orange peels,4.0
3149,foo fighters,77.0
5652,m.e.d.,2.0
6945,red sparowes,28.0
7058,the secret machines,30.0
2614,the dead 60s,28.0
4164,isole,30.0
8280,t.o.k.,51.0
5915,nomo,17.0
1163,bear vs. shark,30.0
8045,thrones,10.0
2808,brian eno,61.0
6112,the oranges band,4.0
3291,jason forrest,2.0
2563,despistado,55.0
4649,lali puna,32.0
2978,the fall,44.0
4162,islaja,9.0
5651,mathematics,46.0
5614,mugison,33.0
6241,pernice brothers,31.0
2377,dj shadow,63.0
2532,the dirtbombs,28.0
7811,spoonie gee,24.0
8293,team sleep,49.0
8294,tullycraft,23.0
8026,richard thompson,42.0
7286,smog,43.0
1809,chris cutler,0.0
8908,young gunz,35.0
1393,cex,11.0
4557,kraftwerk,53.0
5015,kirsty maccoll,51.0
2613,the duke spirit,26.0
5914,nobody,61.0
2927,early man,15.0
5649,make believe,7.0
11835,super furry animals,39.0
1541,coldplay,91.0
4202,various artists,7.0
4960,lucero,42.0
8653,the white stripes,71.0
8664,keith fullerton whitman,16.0
6574,p:ano,6.0
476,a northern chorus,4.0
1162,memphis bleek,47.0
475,art brut,25.0
3973,head of femur,0.0
8911,yellow swans,17.0
6089,odd nosdam,30.0
1161,blueprint,32.0
8290,maria taylor,39.0
11734,eric b. & rakim,53.0
3168,four tet,63.0
330,at the drive-in,46.0
1605,the coral,49.0
2612,dead machines,14.0
1566,common,62.0
8982,oasis,79.0
11612,sloan,40.0
102,the album leaf,46.0
474,an angle,2.0
8789,martha wainwright,47.0
6252,gilles peterson,22.0
8289,troubled hubble,5.0
4599,kill memory crash,11.0
6612,quasimoto,49.0
8178,ttc,91.0
3260,fannypack,32.0
6174,william parker,20.0
2068,various artists,7.0
639,belle and sebastian,56.0
5084,aimee mann,50.0
15037,geotic,47.0
357,audioslave,72.0
7330,son volt,39.0
20148,sleater-kinney,43.0
5059,stephen malkmus and the jicks,32.0
8973,josephine foster,30.0
5648,the magic numbers,39.0
2086,various artists,7.0
6573,plane,60.0
4161,idiot pilot,20.0
2222,deadbeat,30.0
8671,why?,39.0
2609,dance disaster movement,1.0
3526,gorillaz,82.0
10031,earth,75.0
2611,de novo dahl,1.0
6572,the punks,0.0
3674,goldie lookin' chain,34.0
7754,superpitcher,30.0
10559,caribou,57.0
5787,scout niblett,32.0
1723,the cloud room,18.0
4010,hal,83.0
2608,dr. dog,64.0
8287,rachid taha,47.0
7771,shrimp boat,7.0
2610,the dudley coroporation,38.0
2574,dungen,35.0
8787,c-rayz walz,35.0
7580,sunn o))),32.0
2255,deerhoof,39.0
4357,jane,67.0
2724,electrelane,39.0
458,amerie,56.0
19958,the go-betweens,38.0
3340,robbie fulks,30.0
1808,cloud cult,39.0
5646,maximo park,46.0
192,animal collective,50.0
10742,vashti bunyan,48.0
2607,des ark,9.0
1160,bearsuit,2.0
5910,nudge,28.0
1807,chok rock,0.0
5908,marissa nadler,34.0
11706,the cure,76.0
1806,chatham county line,28.0
1759,currituck co.,1.0
2578,dj clever,62.0
6571,populous,46.0
6880,the russian futurists,14.0
3128,foetus,18.0
8689,lucinda williams,51.0
15032,gang of four,48.0
5803,nine inch nails,68.0
2915,excepter,2.0
4008,headphones,15.0
2076,various artists,7.0
2085,various artists,7.0
1159,scott h. biram,38.0
11883,spoon,56.0
8938,the zincs,0.0
6806,the robot ate me,22.0
11818,resplendent,5.0
5264,nathan michel,59.0
3933,hot snakes,34.0
6570,picastro,13.0
8614,weezer,74.0
1626,elvis costello,55.0
6178,parlour,36.0
1714,caesars,58.0
10136,the hold steady,40.0
2084,various artists,7.0
2923,the exposures,46.0
8288,13 & god,18.0
7464,starflyer 59,46.0
11783,madvillain,64.0
2591,mike doughty,33.0
2606,datarock,31.0
2083,various artists,7.0
7606,super furry animals,39.0
8149,trembling blue stars,18.0
8786,wha-ha-ha,47.0
10579,architecture in helsinki,37.0
42,ryan adams & the cardinals,39.0
6554,ariel pink's haunted graffiti,48.0
4984,lau nau,14.0
1728,cobra verde,10.0
6539,the ponys,13.0
7950,tarwater,22.0
12500,the raveonettes,43.0
7503,stereolab,53.0
8538,vitalic,53.0
4881,love as laughter,15.0
6568,the penetrators,7.0
4064,idlewild,37.0
6111,omfo,37.0
1158,the blue van,29.0
8983,dj shadow,63.0
2688,eels,57.0
1157,the boy least likely to,24.0
2780,alec empire,25.0
3139,ben folds five,46.0
2592,drowsy,13.0
4012,a hawk and a hacksaw,14.0
1708,the czars,23.0
11797,okay,37.0
2082,various artists,7.0
7546,styrofoam,18.0
5456,the mountain goats,55.0
8932,john zorn,35.0
2081,various artists,7.0
7810,supersystem,7.0
3586,markus guentner,21.0
3673,the glimmers,27.0
10961,interpol,63.0
1156,brazilian girls,37.0
2605,dutch dub,1.0
6110,christopher o'riley,29.0
368,autechre,44.0
11880,caribou,57.0
2784,enduser,20.0
6383,robert pollard,24.0
7783,solvent,20.0
11736,emperor x,32.0
2990,fantmas,31.0
4009,micah p. hinson,43.0
4006,hank,69.0
4382,kammerflimmer kollektief,13.0
4909,the lucksmiths,22.0
7809,south san gabriel,14.0
1154,the bravery,51.0
6398,polysics,31.0
8619,weird war,12.0
2682,edan,28.0
11079,buzzcocks,49.0
1443,chicks on speed,30.0
20178,swervedriver,36.0
473,akron/family,27.0
11732,brian eno,61.0
2077,various artists,7.0
6569,pit er pat,2.0
7168,thee silver mt. zion memorial orchestra & tra-la-la band,54.0
5963,okkervil river,37.0
5631,magnolia electric co.,35.0
5645,my way my love,0.0
3648,gang gang dance,26.0
4303,joy zipper,19.0
5644,the merediths,0.0
2075,various artists,7.0
7808,beanie sigel,52.0
7893,various artists,7.0
1155,mars black,0.0
3632,guapo,34.0
5955,of montreal,52.0
4255,jim and jennie and the pinetops,2.0
7807,alina simone,1.0
1735,charalambides,2.0
11827,single frame,8.0
2536,dirty projectors,41.0
8445,venetian snares,38.0
2922,edie sedgwick,1.0
3672,great lake swimmers,46.0
3397,garbage,60.0
11719,dinosaur jr.,51.0
4329,damien jurado,49.0
3074,fischerspooner,40.0
1803,crain,77.0
5938,ocean colour scene,49.0
1080,british sea power,49.0
11747,the free design,34.0
10045,the rosebuds,31.0
2604,dj target,5.0
2604,riko,49.0
6645,radar bros.,9.0
11673,jay bennett,4.0
2921,et sans,0.0
4983,david last,5.0
8067,the mary timony band,2.0
2234,death cab for cutie,63.0
856,the books,38.0
6274,phoenix,67.0
3946,hrvatski,10.0
3339,ffa coffi pawb,13.0
5719,the national,65.0
20034,sam prekop,29.0
6567,phonophani,4.0
1297,the capitol years,1.0
8286,emiliana torrini,50.0
3929,hot hot heat,40.0
7509,stereophonics,66.0
57,adult.,29.0
4005,petra haden,29.0
11127,morrissey,60.0
5643,mahjongg,2.0
3441,ghost,75.0
4196,jaga jazzist,27.0
6060,out hud,16.0
7806,scritti politti,37.0
7562,summer at shatter creek,1.0
8663,keith fullerton whitman,16.0
5769,new order,66.0
2603,drop the lime,14.0
4981,louis xiv,29.0
2155,the damned,50.0
8872,yo la tengo,54.0
310,ash,71.0
1434,vic chesnutt,31.0
4713,ben lee,43.0
11633,afx,31.0
2442,bob drake,0.0
657,brendan benson,29.0
4144,ivy,64.0
621,beck,66.0
6944,roots manuva,49.0
2602,the dissociatives,18.0
6452,prefuse 73,34.0
969,ian brown,46.0
188,the angels of light,28.0
3669,gustav,72.0
13519,basement jaxx,57.0
2243,the decemberists,54.0
11757,hella,34.0
472,airborn audio,1.0
8962,zzzz,49.0
1802,cadence weapon,28.0
7124,shipping news,20.0
4356,jan dukes de grey,4.0
5618,m.i.a.,70.0
644,ben folds five,46.0
471,a-frames,14.0
8362,unrest,21.0
7306,snow patrol,71.0
1372,nick cave & the bad seeds,64.0
1800,christina carter,0.0
6560,pony up!,6.0
6607,queens of the stone age,70.0
8537,matt valentine and erika elder,2.0
4982,langtry,0.0
3132,fog,52.0
2920,emanon,20.0
5349,moby,70.0
2074,various artists,7.0
8757,steve wynn,23.0
1153,blitzen trapper,47.0
5700,nagisa ni te,16.0
5389,monade,15.0
11748,the field mice,30.0
8244,thunderbirds are now!,5.0
4596,konono n1,22.0
2072,various artists,7.0
3335,french toast,73.0
4595,kaiser chiefs,60.0
3296,50footwave,8.0
2313,john digweed,41.0
2601,do or die,48.0
2137,daft punk,82.0
11649,albert ayler,28.0
4594,keren ann,49.0
2600,devin davis,2.0
2067,various artists,7.0
4593,dj kaos,20.0
2064,various artists,7.0
2685,kathleen edwards,39.0
1798,chariots,61.0
1381,cephalic carnage,21.0
7805,shining,33.0
714,andrew bird,56.0
3671,greater california,0.0
6943,rapper big pooh,28.0
1128,by the end of tonight,10.0
4427,the kills,50.0
8961,the zutons,42.0
2132,daedelus,36.0
7804,scorch trio,0.0
4980,louis xiv,29.0
3087,the flaming lips,55.0
1033,busdriver,39.0
8092,mia doi todd,31.0
1797,coughs,10.0
1152,behold...the arctopus,12.0
2917,the evens,28.0
8984,madlib,67.0
1796,the coctails,6.0
6942,ruff sqwad,36.0
4388,karate,33.0
5642,marbles,3.0
13249,50 cent,84.0
1595,converge,43.0
7145,sightings,3.0
5558,mando diao,55.0
8774,patrick wolf,33.0
11848,tarentel,14.0
461,alog,27.0
5589,minus story,2.0
1795,the curtains,5.0
2215,dead meadow,36.0
5342,mobius band,4.0
12918,pink mountaintops,21.0
4772,the libertines,55.0
5641,mommy and daddy,17.0
11725,alec deruggiero,74.0
4577,justus khncke,23.0
1789,clogs,54.0
1144,bunky,8.0
2599,liz durrett,7.0
2432,doves,54.0
2063,the rub,50.0
9550,the skygreen leopards,7.0
3662,githead,9.0
770,black lipstick,1.0
5118,the mars volta,52.0
5639,giorgio moroder,61.0
3733,jeff hanson,11.0
6564,the prayers and tears of arthur digby sellers,50.0
4055,ida,25.0
2765,eluvium,36.0
5370,mogwai,54.0
6108,the octopus project,27.0
1503,clem snide,35.0
4976,logh,55.0
2817,enon,34.0
7803,the slits,39.0
5625,montag,0.0
8006,thievery corporation,62.0
1659,the cramps,55.0
6843,josh rouse,41.0
4352,jesu,74.0
67,aesop rock,55.0
5739,negativland,20.0
2919,eastern lane,33.0
11870,yamataka eye and john zorn,53.0
1673,crooked fingers,25.0
3334,final fantasy,61.0
4728,lemon jelly,43.0
7798,sagan,23.0
4128,iron & wine,64.0
3668,a gun called tension,5.0
1151,baby huey,37.0
7320,sole,52.0
4003,the howling hex,3.0
8581,m. ward,48.0
4001,hollertronix,78.0
2481,nicolai dunger,19.0
3401,laurent garnier,41.0
6941,robbers on high street,10.0
2149,dlek,64.0
8785,we versus the shark,4.0
4979,th' legendary shack-shakers,31.0
4975,l. pierre,5.0
5913,nouvelle vague,57.0
11794,tara jane o'neil,16.0
11663,william basinski,42.0
6563,the plot to blow up the eiffel tower,8.0
6940,readymade,77.0
2595,decibully,2.0
1130,bloc party,62.0
11721,drive-by truckers,51.0
8600,the wedding present,35.0
6939,josh ritter,46.0
4160,ilkae,26.0
3235,john frusciante,52.0
4000,heikki,4.0
2947,john fahey,41.0
12197,damon & naomi,14.0
4652,l'altra,6.0
2058,various artists,7.0
12295,antony and the johnsons,47.0
3181,sage francis,36.0
3666,grizzly bear,55.0
4159,i am kloot,35.0
8444,venetian snares,38.0
7203,six organs of admittance,35.0
205,the anomoanon,4.0
3332,four volts,0.0
4087,the impossible shapes,2.0
7491,stereo total,35.0
11785,metal urbain,9.0
3999,hezekiah,51.0
343,atmosphere,56.0
676,bettie serveert,29.0
5562,mu,75.0
15113,gruff rhys,43.0
3864,high on fire,40.0
3665,gena rowlands band,0.0
2030,various artists,7.0
6433,the postal service,55.0
6240,pernice brothers,31.0
8,aarktica,10.0
418,apparat,48.0
5912,neva dinova,30.0
1419,the chemical brothers,64.0
6286,piano magic,31.0
860,boom bip,27.0
8250,tussle,4.0
445,athlete,41.0
10017,lcd soundsystem,61.0
7802,the chris stamey experience,0.0
5633,mikkel metal,15.0
8089,amon tobin,45.0
2062,various artists,7.0
466,ada,60.0
5635,magneta lane,8.0
1150,beequeen,4.0
18445,coachwhips,22.0
3175,the frames,38.0
1389,cex,11.0
703,"bonnie ""prince"" billy and matt sweeney",59.0
5630,magnolia electric co.,35.0
1792,chin up chin up,5.0
5629,willy mason,39.0
5179,cass mccombs,42.0
7604,super furry animals,39.0
7104,shearwater,34.0
4624,mike ladd,32.0
2594,duran duran duran,7.0
11631,afx,31.0
5626,master musicians of bukkake,6.0
2294,destroyer,47.0
5627,colin meloy,24.0
7377,soundtrack of our lives,35.0
4902,low,55.0
5009,m83,72.0
1791,cam'ron,60.0
7558,suicide,85.0
465,aqueduct,19.0
11781,michael mayer,35.0
3994,hem,48.0
1149,lou barlow,25.0
2593,die monitr batss,0.0
12377,...and you will know us by the trail of dead,36.0
11819,dean roberts,1.0
6106,optimo,37.0
4355,sharon jones and the dap-kings,59.0
8285,tegan and sara,56.0
11683,bright eyes,57.0
17565,marianne faithfull,56.0
6562,pedestrian,27.0
1069,buck 65,32.0
2657,early day miners,13.0
3918,hood,59.0
3664,morgan geist,24.0
7801,tim sweeney,2.0
6903,pete rock,53.0
3627,adam green,35.0
2061,various artists,7.0
5911,naked city,19.0
6063,outrageous cherry,10.0
6561,jeff parker,39.0
8281,terrestrial tones,0.0
6470,archer prewitt,8.0
3663,the game,72.0
8985,mission of burma,33.0
464,apostle of hustle,11.0
8731,wolf eyes,15.0
813,the blow,29.0
5074,manic street preachers,56.0
