artist, popularity
william winant,8.0
grandmaster flash & the furious five,43.0
esmerine,17.0
puerto muerto,15.0
the redwalls,18.0
platinum pied pipers,16.0
femi kuti,37.0
stromba,76.0
richard buckner & jon langford,30.0
slim thug,59.0
the primary 5,3.0
13th floor elevators,38.0
ying yang twins,64.0
the peppermints,18.0
collapsar,0.0
f.s. blumm,29.0
doris henson,0.0
smegma,6.0
skeletons and the girl-faced boys,47.0
slow dazzle,47.0
white rock,5.0
the planet the,59.0
desmond dekker,39.0
fifths of seven,70.0
no wait wait,11.0
lowlights,1.0
ol' dirty bastard,63.0
battletorn,0.0
the red chord,26.0
more dogs,0.0
rod lee,25.0
yann tiersen & shannon wright,65.0
joy zipper,19.0
eyeball skeleton,0.0
goon moon,9.0
black sunday,0.0
orthrelm,2.0
22-20s,26.0
need new body,4.0
billy corgan,31.0
the tears,20.0
applied communications,4.0
laura cantrell,18.0
engineers,19.0
the orange peels,4.0
the dead 60s,28.0
t.o.k.,51.0
bear vs. shark,30.0
thrones,10.0
the oranges band,4.0
despistado,55.0
spoonie gee,24.0
tullycraft,23.0
chris cutler,0.0
young gunz,35.0
kirsty maccoll,51.0
p:ano,6.0
a northern chorus,4.0
memphis bleek,47.0
eric b. & rakim,53.0
dead machines,14.0
an angle,2.0
gilles peterson,22.0
troubled hubble,5.0
kill memory crash,11.0
ttc,91.0
fannypack,32.0
aimee mann,50.0
audioslave,72.0
plane,60.0
idiot pilot,20.0
deadbeat,30.0
dance disaster movement,1.0
the punks,0.0
goldie lookin' chain,34.0
the cloud room,18.0
hal,83.0
shrimp boat,7.0
the dudley coroporation,38.0
c-rayz walz,35.0
bearsuit,2.0
chok rock,0.0
currituck co.,1.0
dj clever,62.0
populous,46.0
headphones,15.0
scott h. biram,38.0
resplendent,5.0
nathan michel,59.0
parlour,36.0
caesars,58.0
the exposures,46.0
starflyer 59,46.0
wha-ha-ha,47.0
the penetrators,7.0
omfo,37.0
the blue van,29.0
alec empire,25.0
drowsy,13.0
john zorn,35.0
markus guentner,21.0
the glimmers,27.0
dutch dub,1.0
enduser,20.0
emperor x,32.0
fantmas,31.0
weird war,12.0
chicks on speed,30.0
my way my love,0.0
the merediths,0.0
mars black,0.0
guapo,34.0
jim and jennie and the pinetops,2.0
edie sedgwick,1.0
crain,77.0
ocean colour scene,49.0
the free design,34.0
dj target,5.0
riko,49.0
et sans,0.0
david last,5.0
hrvatski,10.0
ffa coffi pawb,13.0
phonophani,4.0
emiliana torrini,50.0
petra haden,29.0
out hud,16.0
summer at shatter creek,1.0
drop the lime,14.0
the damned,50.0
ben lee,43.0
ivy,64.0
the dissociatives,18.0
gustav,72.0
airborn audio,1.0
zzzz,49.0
shipping news,20.0
jan dukes de grey,4.0
a-frames,14.0
unrest,21.0
langtry,0.0
emanon,20.0
steve wynn,23.0
the field mice,30.0
50footwave,8.0
john digweed,41.0
do or die,48.0
devin davis,2.0
dj kaos,20.0
chariots,61.0
cephalic carnage,21.0
greater california,0.0
rapper big pooh,28.0
by the end of tonight,10.0
the zutons,42.0
scorch trio,0.0
mia doi todd,31.0
coughs,10.0
behold...the arctopus,12.0
the coctails,6.0
ruff sqwad,36.0
marbles,3.0
tarentel,14.0
alec deruggiero,74.0
bunky,8.0
the rub,50.0
black lipstick,1.0
jeff hanson,11.0
the prayers and tears of arthur digby sellers,50.0
logh,55.0
eastern lane,33.0
yamataka eye and john zorn,53.0
lemon jelly,43.0
sagan,23.0
a gun called tension,5.0
baby huey,37.0
sole,52.0
hollertronix,78.0
laurent garnier,41.0
th' legendary shack-shakers,31.0
the plot to blow up the eiffel tower,8.0
readymade,77.0
decibully,2.0
ilkae,26.0
john frusciante,52.0
heikki,4.0
l'altra,6.0
the anomoanon,4.0
four volts,0.0
metal urbain,9.0
hezekiah,51.0
bettie serveert,29.0
mu,75.0
gena rowlands band,0.0
aarktica,10.0
the chris stamey experience,0.0
beequeen,4.0
"bonnie ""prince"" billy and matt sweeney",59.0
duran duran duran,7.0
master musicians of bukkake,6.0
die monitr batss,0.0
dean roberts,1.0
pedestrian,27.0
tim sweeney,2.0
naked city,19.0
outrageous cherry,10.0
archer prewitt,8.0
embrace,29.0
build an ark,8.0
greg weeks,5.0
bola,75.0
climax golden twins,0.0
the '89 cubs,0.0
the late b.p. helium,40.0
the organ,31.0
blanket music,4.0
jason anderson,7.0
bunnybrains,0.0
cul de sac,12.0
stina nordenstam,33.0
yannis kyriakides,0.0
andy moor,41.0
r.a. the rugged man,45.0
the guild league,5.0
todd snider,37.0
scientific american,0.0
cristina,79.0
afrika bambaataa,46.0
anders parker,19.0
a cricket in times square,1.0
robert henke,8.0
magma,32.0
ian broudie,9.0
zane trow,3.0
breather resist,6.0
mix master mike,33.0
the owls,8.0
rainstick orchestra,7.0
limblifter,23.0
triola,14.0
the strange,41.0
yasunao tone,0.0
fan modine,2.0
theodore unit,10.0
tower recordings,2.0
losoul,0.0
cerys matthews,30.0
dwarves,37.0
the finn brothers,26.0
turing machine,8.0
handsome boy modeling school,48.0
the frequency,9.0
barbez,0.0
the residents,36.0
high water marks,9.0
electric company,2.0
prosaics,0.0
hall of fame,76.0
smoke and smoke,0.0
smith & mighty,27.0
lusine,36.0
sleepytime gorilla museum,22.0
akufen,16.0
the firebird band,2.0
mellow,38.0
flat earth society,7.0
non,52.0
boyd rice,17.0
vordul mega,19.0
the graves,8.0
jake fairley,9.0
j.u.f.,4.0
kid dakota,11.0
shivaree,46.0
frausdots,1.0
iqu,8.0
matt sharp,17.0
mcenroe and birdapres,
black eyes,81.0
son ambulance,22.0
the dead texan,30.0
trouble everyday,44.0
janek schaefer,18.0
jello biafra,31.0
le tigre,60.0
yuka honda,14.0
dead combo,32.0
dacm,58.0
jon brion,50.0
united states of america,23.0
knockout pills,58.0
william shatner,34.0
duo505,2.0
dogs die in hot cars,15.0
the bloodthirsty lovers,0.0
thomas dimuzio,2.0
triosk,14.0
poster children,14.0
henry cow,18.0
slapp happy,27.0
calamalka,0.0
the autumn defense,16.0
the supposed,2.0
ammoncontact,6.0
kpt.michi.gan,18.0
hercules,45.0
khonnor,7.0
q and not u,28.0
bark psychosis,32.0
richard crandell,8.0
sally timms,12.0
blues explosion,42.0
brandon wiard,0.0
thalia zedek,2.0
james yorkston,25.0
the athletes,25.0
the fucking am,2.0
travis morrison,2.0
miss kittin,45.0
the imposters,16.0
hurricane lamps,0.0
will johnson,27.0
moris tepper,2.0
shyne,47.0
annette peacock,23.0
flssin,35.0
call and response,4.0
nedelle & thom,0.0
har mar superstar,32.0
chris richards,27.0
gene estribou,50.0
jean-paul pickens,37.0
fly pan am,9.0
fingathing,29.0
charmparticles,1.0
rise against,72.0
terrestre,1.0
rachel goswell,22.0
homelife,5.0
keith hudson,30.0
endochine,64.0
tim berne,11.0
communiqu,6.0
beep beep,31.0
crime,51.0
lanterna,14.0
aeroc,47.0
pigeon funk,0.0
whirlwind heat,3.0
crown city rockers,16.0
aberfeldy,12.0
migala,13.0
hope of the states,15.0
the (international) noise conspiracy,24.0
dj krush,40.0
the presidents of the united states of america,57.0
ken stringfellow,18.0
engine down,16.0
aveo,77.0
dill,60.0
datsuns,33.0
the blithe sons,0.0
takashi wada,24.0
velvet crush,17.0
pidgeon,40.0
ming + fs,0.0
prince po,22.0
the homosexuals,0.0
half cousin,0.0
tin hat trio,26.0
spalding rockwell,11.0
neotropic,22.0
i am x,52.0
bruces,55.0
sonic liberation front,0.0
brand nubian,42.0
viktor vaughn,53.0
konk,13.0
hecker,46.0
death comet crew,1.0
octet,2.0
i am the world trade center,12.0
masta ace,47.0
jim white,32.0
felix kubin,14.0
passage,28.0
volebeats,5.0
dna,85.0
consequence,56.0
slowblow,4.0
hint hint,1.0
meow meow,28.0
bad religion,61.0
mystic chords of memory,4.0
doug hilsinger,0.0
caroleen beatty,63.0
the sunshine fix,10.0
moco,64.0
keith rowe,1.0
erick sermon,49.0
d. yellow swans,48.0
monk hughes & the outer realm,4.0
davd garza,19.0
gilberto assis,0.0
sahara hotnights,36.0
michael gordon,15.0
murcof,40.0
the waxwings,0.0
dolorean,17.0
korekyojin,3.0
los amigos invisibles,59.0
dr. mix and the remix,64.0
peggy honeywell,9.0
for stars,8.0
wagon christ,30.0
fuck,33.0
pink grease,3.0
tram,56.0
glenn branca,18.0
tanya donelly,23.0
don zientara,0.0
skalpel,36.0
nice device,6.0
eszter balint,3.0
the girls,10.0
bebel gilberto,49.0
hepcat,32.0
radioinactive,19.0
antimc,0.0
ataxia,28.0
thee shams,9.0
the chinese stars,7.0
eberhard weber,31.0
the silent league,7.0
ron sexsmith,38.0
bumblebeez 81,16.0
thee silver mountain reveries,10.0
verdure,7.0
doseone,34.0
headset,62.0
hymie's basement,20.0
catheters,7.0
doctor rockit,35.0
mighty casey,12.0
arthur brown,26.0
trouble with sweeney,0.0
non phixion,40.0
patrick cassidy,41.0
secret chiefs 3,24.0
automato,2.0
detachment kit,4.0
wonderful,41.0
pipi skid,1.0
two lone swordsmen,31.0
ultramagnetic mc's,32.0
sharkey,46.0
natural dreamers,0.0
chicago underground trio,4.0
philippe besombes,2.0
br. danielson,0.0
voodoo child,69.0
reynols,2.0
erdem helvacioglu,0.0
chris delaurenti,0.0
eltro,69.0
andre ethier,24.0
joel rl phelps,3.0
the downer trio,3.0
romanowski,18.0
martinis,30.0
terror at the opera,0.0
apsci,3.0
girlsareshort,1.0
pedro the lion,35.0
jay farrar,30.0
paco,70.0
diamanda gals,25.0
antibalas afrobeat orchestra,35.0
syd barrett,38.0
division of laura lee,16.0
sachiko m,3.0
otomo yoshihide,25.0
toshimaru nakamura,9.0
rocket from the tombs,15.0
claro intelecto,26.0
ill bill,49.0
macha,21.0
petracovich,51.0
s prcss,0.0
erlend ye,47.0
surferosa,0.0
decahedron,1.0
bobbie gentry,42.0
ghostface,64.0
frost,54.0
tom recchion,0.0
dj zeph,7.0
finishing school,57.0
josh roseman,7.0
on the speakers,21.0
rockfour,33.0
deathprod,16.0
born heller,0.0
foreign legion,9.0
gaji,23.0
world standard,17.0
wechsel garland,6.0
fembots,3.0
seachange,12.0
craig taborn,19.0
bigger lovers,1.0
onelinedrawing,12.0
angel molina,21.0
vera cruise,49.0
dj signify,19.0
mochipet,13.0
broken family band,26.0
abstrackt keal agram,4.0
simple minds,68.0
bing ji ling,25.0
bambi molesters,24.0
mary lou lord,27.0
yesterdays new quintet,24.0
kat cosm,49.0
roy ayers,56.0
hu vibrational,4.0
black cat orchestra,1.0
aluminium group,20.0
sound providers,17.0
organum,38.0
z'ev,8.0
heldon,11.0
tom zacharias,5.0
skywave,6.0
black forest/black sea,4.0
vcr,33.0
blanche,7.0
azeem,23.0
variable unit,1.0
trapist,0.0
the wind-up bird,0.0
grant lee buffalo,44.0
kinky,52.0
sluta leta,0.0
ill lit,3.0
desert sessions,39.0
baby blak,22.0
skyphone,3.0
wesley willis,32.0
laika,9.0
westside connection,57.0
no. 9,82.0
solbakken,7.0
ativin,6.0
art bears,14.0
brad mehldau,48.0
on!air!library!,1.0
eyedea & abilities,35.0
tatsuya yoshida,6.0
satoko fujii,4.0
ian matthews,28.0
los halos,4.0
elizabeth anka vajagic,2.0
knifehandchop,25.0
madrugada,49.0
ornette coleman,35.0
dios,66.0
antena,37.0
loop orchestra,0.0
willard grant conspiracy,20.0
michael johnson,55.0
sankofa,20.0
mils,57.0
kill me tomorrow,1.0
preston school of industry,10.0
b.j. nilsen,0.0
biz markie,49.0
"volcano, i'm still excited!!",11.0
rob mazurek,16.0
mountaineers,2.0
valley of the giants,2.0
henry flynt,8.0
the insurrections,0.0
isan,68.0
20 miles,3.0
paul burch,10.0
bravehearts,35.0
joseph suchy,30.0
franz hautzinger,0.0
probot,37.0
leiji matsumoto,47.0
challenger,25.0
clouddead,23.0
90 day men,13.0
ogurusu norihide,5.0
dead raven choir,0.0
melvin van peebles,13.0
courtney love,40.0
klezmatics,25.0
bottle rockets,32.0
evergreen,35.0
aero,77.0
relict,13.0
yes,61.0
my favorite,24.0
all night radio,77.0
auteurs,30.0
triosk meets jan jelinek,50.0
sami koivikko,2.0
zoot woman,31.0
amon dl,29.0
asheru & blue black,29.0
28th day,5.0
phantom planet,48.0
adventure time,59.0
jack nitzsche,26.0
alison krauss,61.0
remarc,28.0
the glass gypsies,2.0
dub narcotic,9.0
movietone,26.0
wannadies,43.0
music a.m.,1.0
absolute grey,31.0
millennium,71.0
martin rev,27.0
bluegrazer,0.0
caural,7.0
l.a. carnival,6.0
the pearlfishers,12.0
iven schmidt,48.0
husbands,47.0
schlammpeitziger,10.0
ez t,52.0
chicken lips,24.0
pedal steel transmission,0.0
mileece,4.0
anton fier,3.0
hafler trio,2.0
jim guthrie,39.0
brassy,46.0
lot six,17.0
the distillers,51.0
egg,30.0
television,44.0
chris brokaw,7.0
joe strummer,44.0
the mescaleros,41.0
cedric im brooks,16.0
richard chartier,14.0
national eye,46.0
frenemies,0.0
diverse,41.0
tetuzi akiyama,2.0
req,36.0
shat,55.0
sticky fingaz,46.0
flim,71.0
hip tanaka,0.0
firewater,38.0
listener,53.0
dj andy smith,2.0
omid,37.0
stephen beaupr,3.0
soul-junk,3.0
three 4 tens,0.0
parsley sound,28.0
babbletron,21.0
23 skidoo,14.0
motorpsycho,39.0
lfo,43.0
nervous cop,5.0
lovely midget,0.0
caustic resin,11.0
winfred e. eye,0.0
ginger brooks takahashi,6.0
mirah yom tov zeitlyn,38.0
milton babbitt,6.0
soft canyon,67.0
roosevelt franklin,3.0
crescent,16.0
wolf eyes & black dice,43.0
rafael toral,15.0
party of one,65.0
reggie and the full effect,35.0
child's view,3.0
obie trice,58.0
ashley park,52.0
mood elevator,0.0
red hot valentines,2.0
hieroglyphics,43.0
denali,14.0
black-eyed snakes,8.0
pluramon,3.0
midwest product,4.0
spacemen 3,36.0
vells,0.0
volapk,0.0
kid koala,48.0
bexar bexar,9.0
vue,79.0
the pleased,0.0
knife in the water,8.0
birdtree,25.0
loren connors & david grubbs,27.0
gorky's zygotic mynci,28.0
andrew broder,9.0
asteroid no. 4,22.0
caf tacuba,69.0
ken ikeda,15.0
u.s. maple,20.0
non-prophets,30.0
goa,42.0
aki onda,3.0
neil perry,17.0
the fire theft,17.0
anders ilar,8.0
blue cheer,32.0
polmo polpo,7.0
alamaailman vasarat,16.0
minor threat,51.0
year of the rabbit,18.0
reverend charlie jackson,2.0
n.w.a.,66.0
pierre crube,0.0
north of america,10.0
consonant,1.0
lodeck,5.0
nick fort,47.0
emperor,41.0
sounds,41.0
fritz ostermayer,0.0
frank black & the catholics,28.0
sascha funke,36.0
beulah,27.0
the silver mt. zion memorial orchestra & tra-la-la band with choir,69.0
phantom tollbooth,2.0
villalobos,34.0
nymphomatriarch,53.0
thor,55.0
stars as eyes,1.0
jemini,38.0
immortal technique,55.0
suntanama,0.0
death in vegas,44.0
a trillion barnacle lapse,3.0
larval,29.0
subarachnoid space,2.0
archigram,0.0
gary lucas,31.0
main,32.0
henri pousseur,2.0
richard x,27.0
push button objects,3.0
magic magicians,14.0
twin atlas,0.0
matt suggs,1.0
those peabodys,0.0
elliott,66.0
anna oxygen,2.0
tsurubami,0.0
unwed sailor,17.0
country teasers,26.0
brendan benson and the wellfed boys,29.0
essential logic,21.0
jedi mind tricks,51.0
so,70.0
manitoba,11.0
ambulance ltd,24.0
u-she,1.0
wildchild,32.0
guster,50.0
lonesome organist,0.0
arne nordheim,12.0
the neptunes,57.0
chris clark,18.0
chris lee,28.0
peter brtzmann,17.0
hamid drake,18.0
thick pigeon,9.0
you am i,39.0
steve burns,19.0
s.a. smash,1.0
darediablo,1.0
ami yoshida,0.0
ahmad szabo,20.0
simply saucer,8.0
donna summer,65.0
small brown bike,22.0
minibar,5.0
japanther,29.0
cobra high,0.0
scanner,25.0
i/03,25.0
bride of no no,0.0
curse of the golden vampire,7.0
kaospilot,11.0
the natural history,1.0
central falls,0.0
the jealous sound,21.0
byard lancaster,8.0
ghost cauldron,0.0
charlene,13.0
saloon,5.0
dave derby,0.0
cold sides,26.0
ova looven,1.0
maquiladora,1.0
martin l. gore,34.0
verbena,12.0
friends forever,44.0
polwechsel,0.0
guther,25.0
the magic band,4.0
sixteen horsepower,37.0
freescha,21.0
the vanishing,9.0
rooney,41.0
fonica,0.0
the red thread,7.0
pharaoh overlord,12.0
metamatics,15.0
frankie sparo,1.0
pale horse and rider,0.0
noyes,0.0
soundmurderer,2.0
clue to kalo,2.0
bobby birdman,3.0
v-twin,1.0
goldcard,3.0
electric turn to me,72.0
sick lipstick,5.0
cardia,30.0
jim black,17.0
ellery eskelin,6.0
andrea parkins,1.0
sack und blumm,0.0
terminal 4,1.0
king geedorah,57.0
holly golightly,36.0
pink and brown,0.0
a grape dope,2.0
karera musication,54.0
gold chains,1.0
paradise island,40.0
molasses,1.0
echoboy,3.0
caitlin cary,21.0
martin ng,0.0
steffen basho-junghans,9.0
seiichi yamamoto,13.0
james william hindle,7.0
blues goblins,0.0
surface of eceon,65.0
console,22.0
worms,71.0
xela,29.0
bill hicks,33.0
alessandro baricco,2.0
faultline,19.0
pink anvil,0.0
augustus pablo,44.0
samus,23.0
the figgs,9.0
alpinestars,25.0
aroah,79.0
the swords project,0.0
mull historical society,14.0
tokyo sex destruction,6.0
ui,85.0
jenny toomey,1.0
bergheim 34,1.0
terry callier,46.0
icarus,43.0
pleasure forever,4.0
zongamin,27.0
neil michael hagerty,2.0
ex models,11.0
the party of helicopters,6.0
stark reality,11.0
terre thaemlitz,5.0
vrttin,1.0
watchers,20.0
iditarod,0.0
pram,30.0
homunculus,0.0
shub niggurath,8.0
cunninlynguists,46.0
nobukazu takemura,22.0
hawksley workman,28.0
akrobatik,20.0
amon dl ii,29.0
el guapo,3.0
tes,66.0
new wet kojak,2.0
yoshimi & yuka,0.0
hot cross,12.0
youngblood brass band,34.0
birddog,9.0
atom and his package,21.0
via tania,1.0
arab on radar,15.0
stratford 4,2.0
pest,30.0
d+,7.0
saboten,1.0
grand mal,48.0
murder city devils,35.0
mushroom,51.0
gary floyd,1.0
set fire to flames,29.0
immortal lee county killers,6.0
meanest man contest,1.0
d4,81.0
hanin elias,11.0
lenola,2.0
magas,30.0
ben harper,61.0
gravy train!!!!,19.0
"bitter, bitter weeks",0.0
bangs,7.0
red snapper,34.0
dwayne sodahberk,5.0
theoretical girls,14.0
super numeri,31.0
lab partners,2.0
swirlies,34.0
parliament,51.0
the moldy peaches,54.0
dinky,12.0
soledad brothers,23.0
hexstatic,25.0
norman,69.0
kopernik,0.0
pete miser,9.0
dredg,37.0
the special goodness,9.0
baptist generals,6.0
butthole surfers,53.0
salk vacchin,70.0
andre afram asmar,0.0
data 80,33.0
morphine,51.0
scene creamers,5.0
the in out,6.0
true love always,3.0
spring heel jack,5.0
eric idle,15.0
neon hunk,1.0
awol one,28.0
daddy kev,25.0
burnside project,4.0
com.a,5.0
snitches,88.0
muggs,47.0
asa-chang & junray,24.0
mr. scruff,45.0
dorine muraille,5.0
donovan,55.0
lewis parker,24.0
ester drang,6.0
muslimgauze,29.0
the holy ghost,13.0
otto von schirach,26.0
black box recorder,53.0
the phenomenological boys,55.0
alejandra and aeron,0.0
angus maclise,3.0
liaisons dangereuses,25.0
funki porcini,42.0
the folk implosion,31.0
super madrigal brothers,0.0
sorry about dresden,6.0
firesign theatre,12.0
art of fighting,12.0
king crimson,56.0
tobin sprout,26.0
stick men with ray guns,8.0
asian dub foundation,40.0
cynthia dall,16.0
james chance,13.0
canyon,31.0
the instruments,4.0
elvis costello & the attractions,51.0
n.o.i.a.,16.0
no knife,24.0
kaada,21.0
akio suzuki,4.0
jan jelinek avec the exposures,32.0
majesticons,1.0
fontanelle,1.0
stakker,4.0
pluxus,7.0
screamer,13.0
elevator,57.0
killah priest,47.0
ward 29,42.0
seana carmody,1.0
massimo,54.0
james luther dickinson,7.0
banco de gaia,29.0
pocket rockets,0.0
hangedup,5.0
last days of may,16.0
sutekh,8.0
drive like jehu,26.0
tangerine dream,49.0
dj spinna,30.0
rovo,9.0
bosco and jorge,0.0
sonny & linda sharrock,3.0
bikeride,4.0
boas,72.0
12 rods,35.0
heroine sheiks,6.0
masami akita,3.0
russell haswell,9.0
manishevitz,2.0
toktok vs. soffy o,68.0
photon band,2.0
forcefield,0.0
awol one & fat jack,0.0
dag nasty,34.0
lesser,80.0
random_inc,50.0
zwan,4.0
droop capone,18.0
menthol,4.0
area,45.0
snapcase,34.0
dj me dj you,1.0
the cassettes,0.0
voyager one,4.0
glifted,48.0
ikara colt,8.0
roni size,41.0
the parallax corporation,4.0
youngsbower,0.0
racebannon,5.0
cherry valence,0.0
wobbly,14.0
fc/kahuna,36.0
casino versus japan,39.0
sinking ships,15.0
marky ramone,16.0
the speedkings,17.0
bill laswell,31.0
from quagmire,0.0
mantler,2.0
dead and gone,4.0
werner dafeldecker,2.0
klaus lang,8.0
transllusion,14.0
meligrove band,3.0
i can lick any sonofabitch in the house,5.0
gorilla monsoon,48.0
john tilbury,25.0
mat maneri,9.0
joe mcphee,29.0
wolf colonel,1.0
afflictions,13.0
noise for pretend,2.0
univers zero,13.0
flying luttenbachers,7.0
andrea perry,6.0
cassetteboy,1.0
fred lonberg-holm,0.0
jason roebke,30.0
paul lansky,12.0
computer soup,3.0
low res,61.0
great lakes,46.0
st. thomas,28.0
ruins,14.0
swayzak,30.0
cost,50.0
simian,40.0
the pattern,2.0
jack hayter,0.0
add n to (x),16.0
white star line,0.0
action,63.0
mc paul barman,25.0
beth gibbons,50.0
rustin man,40.0
rumah sakit,54.0
yesterday's kids,71.0
rhettmatic,23.0
jack logan,6.0
bob kimbell,0.0
the telescopes,25.0
electric soft parade,18.0
unstable ensemble,0.0
amalgamated sons of rest,18.0
large professor,43.0
no. 2,6.0
sing-sing,20.0
shimmer kids underpop association,70.0
gold sparkle band,0.0
thomas bangalter,67.0
western keys,22.0
kurihara,1.0
the negro problem,9.0
sweep the leg johnny,4.0
lone pigeon,6.0
mercury program,21.0
melochrome,0.0
jets to brazil,34.0
everybody uh oh,26.0
exhaust,2.0
gyrgy ligeti,35.0
k-rad,0.0
centaur,26.0
mus,76.0
yume bitsu,12.0
astrobotnia,2.0
eyes adrift,21.0
tara jane o'neil & daniel littleton,35.0
xinlisupreme,19.0
mr. t experience,24.0
the the,53.0
spectrum [brazil],61.0
catherine irwin,3.0
dame fate,0.0
polara,1.0
doug martsch,14.0
bogdan raczynski,31.0
signer,2.0
floating flower,0.0
euphone,6.0
yohimbe brothers,0.0
vsnares,38.0
andrew duke,50.0
howard hello,1.0
kilowatthours,1.0
gordon gano,26.0
apes of wrath,0.0
the fantmas melvins big band,6.0
the anniversary,31.0
g-man (aka gez varley),0.0
wauvenfold,0.0
crispy ambulance,9.0
takagi masakatsu,47.0
spaceheads,5.0
otomo yoshihide's new jazz ensemble,3.0
friend/enemy,2.0
seelenluft,25.0
brendan walls,59.0
nod,79.0
reindeer section,22.0
zelienople,15.0
aden,45.0
ampbuzz,0.0
2 many djs,50.0
vincent gallo,29.0
track star,17.0
the prom,33.0
copywrite,29.0
jason loewenstein,12.0
sasha,69.0
dot allison,32.0
arco flute foundation,27.0
electric birds,1.0
fan club orchestra,3.0
britt daniel,14.0
hockey night,18.0
superdrag,32.0
varnaline,4.0
king of woolworths,14.0
sunday's best,24.0
alfie,49.0
oe,97.0
nate ruth,68.0
twinemen,16.0
boom box 2000,0.0
cinerama,20.0
the fire show,0.0
caesura,0.0
manual,82.0
milky wimpshake,4.0
chris smith,42.0
winter blanket,0.0
kleenexgirlwonder,17.0
calvin johnson,17.0
the pupils,3.0
jana mccall,0.0
six by seven,14.0
edward burch,35.0
the reverend horton heat,42.0
makers,16.0
arlo,57.0
jah wobble,35.0
mark borthwick,0.0
trevor holland,60.0
geeez'n'gosh,0.0
mary timony,21.0
poulain,0.0
craig armstrong,55.0
quix*o*tic,0.0
mason jennings,39.0
all-time quarterback,19.0
new flesh,73.0
goodiepal,2.0
birdwatcher,3.0
freestyle fellowship,26.0
simon wickham-smith,0.0
nationale blue,0.0
jeff mangum,25.0
skeleton key,5.0
dirty vegas,40.0
nad navillus,0.0
tuatara,15.0
dj jester,39.0
babu,29.0
mong hang,0.0
pere ubu,29.0
speedy j,31.0
shiner,26.0
moth,72.0
mirza,37.0
farben,19.0
shelleydevoto,57.0
black dog and black sifichi,40.0
departure lounge,6.0
global home project,32.0
mri,55.0
the other people place,27.0
selby tigers,4.0
tami hart,2.0
liars academy,6.0
the ghost,54.0
microwaves,0.0
bill frisell,45.0
hrsta,14.0
charles atlas,4.0
pullman,12.0
the roots of orchis,2.0
brute,12.0
pixeltan,3.0
solex,13.0
buffalo daughter,26.0
geoff farina,8.0
jeff tweedy,40.0
"medeski, martin and wood",0.0
ink,58.0
lesser birds of paradise,0.0
maximilian hecker,27.0
thrice,56.0
the new amsterdams,24.0
ill ease,0.0
rinocerose,24.0
sybarite,8.0
retsin,1.0
masters of the hemisphere,6.0
sinister luck ensemble,0.0
knotworking,0.0
filament,41.0
herrmann and kleine,10.0
tight bro's from way back when,4.0
anticon,2.0
ugly casanova,33.0
tribes of neurot,4.0
kaia,28.0
roky erickson & the aliens,33.0
appendix out,3.0
luke slater,25.0
abcs,61.0
brother jt,1.0
capitol city dusters,1.0
bats and mice,3.0
764-hero,15.0
o-type,65.0
bratmobile,42.0
pajama party in a haunted hive,14.0
posthuman,12.0
fila brazillia,36.0
playgroup,22.0
limp,78.0
new end original,11.0
herschell gordon lewis,3.0
original instrument,18.0
taa-pet,0.0
the no-no's,78.0
convocation of,0.0
zealous fuel,0.0
skiptrace,4.0
earl zinger,20.0
rip-off artist,3.0
don lennon,5.0
loess,10.0
albert marcoeur,0.0
markant,78.0
monorail,0.0
arthurs,67.0
ocelot,11.0
nurse with wound & current 93,22.0
elton dean & mark hewins,83.0
geoff soule,34.0
fat jon the ample soul physician,1.0
sam shalabi,29.0
christian kleine,10.0
aspera,2.0
alanis morissette,69.0
jars of clay,45.0
rancid,58.0
edison woods,0.0
codec scovill,21.0
brothomstates,13.0
jad fair,18.0
yagya,37.0
yuji oniki,1.0
brando,75.0
atari star,0.0
airport 5,8.0
fred frith,22.0
soilwork,52.0
reuben's accomplice,47.0
polygon window,27.0
dan the automator,47.0
eugene mcdaniels,26.0
saso,24.0
global goon,11.0
leels,60.0
nate denver's neck,0.0
waking eyes,0.0
go back snowball - robert pollard and mac mccaughan,
vitesse,38.0
eardrum,15.0
slackjaw,35.0
galerie stratique,5.0
barcelona,39.0
ides of space,2.0
warren ellis,41.0
emerald down,1.0
am/fm,1.0
kk null,3.0
mad capsule markets,35.0
labtekwon,3.0
herb robertson,3.0
copenhagen art ensemble,0.0
marc ducret,25.0
red monkey,0.0
witch hazel sound,67.0
james hardway,6.0
art ensemble of chicago,22.0
erik sanko,0.0
tadpoles,31.0
champagne kiss,58.0
cracker,49.0
amy annelle,24.0
princess superstar,59.0
date course pentagon royal garden,5.0
pele,19.0
susie ibarra trio,0.0
rollins band,36.0
boxhead ensemble,6.0
miighty flashlight,1.0
hefner,19.0
hey mercedes,28.0
sofa surfers,42.0
phil ochs,39.0
single unit,33.0
beth hirsch,51.0
orange alabaster mushroom,0.0
"up, bustle and out",65.0
eric's trip,32.0
little grizzly,0.0
goodheart allen powell trio,57.0
flickerstick,18.0
hasidic new wave and yakar rhythms,40.0
seaworthy,6.0
k.,63.0
pierre bastien,17.0
charity empressa,0.0
cylob,20.0
black cat music,1.0
carpet musics,0.0
sarah dougher,1.0
ives ensemble,0.0
the drag city supersession,53.0
satoko fujii quartet,0.0
chessie,4.0
fin fang foom,0.0
push kings,9.0
elders of zion,44.0
reclinerland,0.0
victory at sea,4.0
karp,20.0
the nerves,30.0
grace period,3.0
haywood,21.0
