name, score
eleanor friedberger,17
french montana,75
alex bleeker and the freaks,8
cleaners from venus,45
the child of lov,16
alice in chains,76
hyetal,4
grim tower,1
beacon,43
queens of the stone age,70
animal collective,50
laura marling,56
rogue wave,44
shining,33
tricky,55
classixx,42
sean nicholas savage,30
jenny hval,35
kylesa,33
rivers cuomo,55
scott murphy,0
eluvium,36
agrimonia,5
human eye,11
the-dream,66
cocorosie,45
king tuff,36
still corners,59
mount kimbie,52
baths,50
the pastels,32
kingdom,48
when saints go machine,31
black host,0
pure x,36
saturday looks good to me,32
dean blunt,63
xenia rubinos,26
dirty beaches,31
club 8,35
glenn jones,44
kisses,20
the source family,1
majical cloudz,40
tree,76
ms mr,41
octo octa,29
the national,65
survival,3
shannon and the clams,44
secret circuit,13
daft punk,82
laura mvula,40
scout niblett,32
daniel menche,2
sqrl,34
mark lanegan & duke garwood,50
vr,47
cathedral,41
pharmakon,20
dungeonesse,4
slava,48
john grant,45
the breeders,52
love,97
gun outfit,9
sadgiqacea,0
wild nothing,47
r.e.m.,74
adult.,29
uncle acid and the deadbeats,42
patrick vian,32
vampire weekend,65
sam amidon,36
tera melos,27
the focus group,20
she & him,51
small black,42
pharaohs,45
immolation,36
purson,18
justice,70
kid cudi,80
beaches,59
zs,95
aosoth,14
primal scream,53
little boots,37
david lang,31
gobby,14
wolf people,25
chance the rapper,75
colin stetson,45
co la,2
bill ryder-jones,38
howl,52
savages,30
van dyke parks,27
neon neon,18
altar of plagues,19
omar s,39
deerhunter,45
so so glos,16
talib kweli,55
wax idols,9
mikal cronin,24
melvins,48
ola podrida,18
akron/family,27
bone sickness,0
sandwell district,23
!!!,79
the album leaf,46
wiz khalifa & curren$y,83
hessian,42
pretty & nice,57
iggy and the stooges,51
at the drive-in,46
pan american,25
laura stevenson,32
cayucas,35
m83,72
half japanese,31
coliseum,15
woe,42
the heliocentrics,40
charli xcx,85
young galaxy,31
julia brown,29
the boy least likely to,24
futurebirds,45
snoop lion,43
anika,39
fllakzoid,62
yellowman,48
junip,49
big k.r.i.t.,57
the appleseed cast,32
blackout beach,2
anciients,29
phoenix,67
the shouting matches,34
barn owl,16
adr,75
bored nothing,9
iron & wine,64
cassie,67
meat puppets,46
vhl,59
cosmin trg,12
ghostface killah & adrian younge,64
ghost,75
simian mobile disco,40
houses,36
snapper,12
the haxan cloak,21
art brut,25
david grubbs,23
life coach,2
skagos,8
shuggie otis,49
the thermals,37
yeah yeah yeahs,68
solar bears,16
team ghost,7
cough,26
rainbow arabia,17
alpoko don,15
bonobo,64
the postal service,55
orchestral manoeuvres in the dark,62
rokia traor,41
a hawk and a hacksaw,14
wolf eyes,15
implodes,2
white fence,34
born ruffians,38
james blake,69
steve mason,24
sepalcure,16
lafur arnalds,64
luxury liners,0
the knife,49
milk music,23
io echo,21
black rebel motorcycle club,52
toxic holocaust,38
merchandise,17
charles bradley,60
joe meek,13
caveman,23
rilo kiley,49
emptymansions,0
nails,42
alex calder,15
mudhoney,42
british sea power,49
stornoway,36
fiend,42
kinski,26
wire,47
the black angels,46
wiley,42
scuba,27
young thug,85
"tyler, the creator",91
mad season,52
bleached,36
the besnard lakes,18
goldie,51
vondelpark,24
matt shadetek,1
generationals,50
depeche mode,75
jace clayton,2
telekinesis,40
lapalux,38
sid hemphill,2
dj koze,52
blu,59
edwyn collins,52
cankun,0
call of the void,3
wavves,44
blanche blanche blanche,10
foot village,4
heterotic,2
the strokes,77
brandt brauer frick,27
karl bartos,14
kvelertak,42
suede,60
william tyler,39
lady,94
ensemble pearl,1
oval,27
low,55
ken mode,23
hit-boy,54
deptford goth,28
girls names,19
marnie stern,21
dump,33
caitlin rose,26
boat,66
julian lynch,13
deniro farrar,39
purling hiss,17
inter arma,21
phosphorescent,51
palma violets,27
lady lamb the beekeeper,47
thalia zedek band,11
leven signs,0
clinic,33
fol chen,10
colleen green,24
anas mitchell & jefferson hamer,29
sannhet,8
black pus,14
helado negro,47
october falls,14
dave grohl,44
the delfonics,50
st 2 lettaz,0
rachel zeffira,11
carmen villain,22
devendra banhart,55
son volt,39
bandshell,0
batillus,1
david bowie,77
apparat,48
young dreams,11
ellen allien,36
toy love,13
pete swanson,1
deathfix,1
golden grrrls,24
waxahatchee,57
mister lies,20
art department,25
kate nash,51
mazes,8
how to destroy angels_,41
bilal,65
antwon,25
suuns,35
defeated sanity,32
rhye,62
shlohmo,47
josh ritter,46
javelin,24
youth lagoon,51
blue hawaii,43
benot pioulard,34
horna,27
chelsea light moving,4
sally shapiro,35
cyclopean,0
lloyd cole,33
hans-joachim roedelius,0
voigt & voigt,9
mozarts sister,4
pvt,63
parenthetical girls,17
doldrums,25
kavinsky,64
the mississippi sheiks,17
vietnam,7
benjamin damage,39
autre ne veut,21
prurient,24
shout out louds,35
dan friel,2
atoms for peace,40
mount moriah,17
curren$y,63
darkthrone,45
jamie lidell,41
matmos,22
black twig pickers,3
portal,24
waka flocka flame,67
maxmillion dunbar,2
the howling hex,3
johnny marr,50
dawn mccarthy,15
eat skull,2
feeding people,9
inc.,20
psychic ills,32
dur-dur band,31
iceage,33
beach fossils,53
moon b,47
endless boogie,19
strfkr,57
screaming females,36
qluster,4
companion,9
darwin deez,36
paul banks,27
salva,53
spectral park,7
applescal,14
lisa germano,26
sasha go hard,16
lady lazarus,13
the spinto band,26
foals,63
the underachievers,47
veronica falls,23
clogs,54
umberto,61
pissed jeans,30
ulrich schnauss,39
jos james,65
k-x-p,7
cult of luna,36
fleetwood mac,83
darkstar,24
hayden,59
xxxy,87
frightened rabbit,48
bryan ferry,60
cakes da killa,35
jacco gardner,32
little wings,28
my bloody valentine,57
night beds,29
wraetlic,3
renny wilson,0
unknown mortal orchestra,59
the history of apple pie,4
chris darrow,9
sonny smith,21
jim james,46
thao & the get down stay down,34
tomahawk,36
guards,30
lightning swords of death,1
grouper,61
amateur best,5
vado,42
la big vic,0
miles davis,64
amor de das,39
indians,23
adam green & binki shapiro,37
elliphant,52
marianne faithfull,56
pearl necklace,71
raekwon,64
buke and gase,18
il sogno del marinaio,4
motor city drum ensemble,36
local natives,56
tegan and sara,56
kitty,47
radar brothers,9
pillowfight,16
future,92
fidlar,51
nosaj thing,43
cocaine 80s,32
wimps,25
the joy formidable,38
torres,45
mice parade,19
faltydl,25
boduf songs,11
nas,73
the ruby suns,19
dawn richard,41
spaceghostpurrp,47
ben ufo,1
foxygen,43
ex cops,16
esben and the witch,24
toro y moi,61
mountains,36
ra ra riot,44
nightlands,18
mike shiflet,0
sbtrkt,49
the traditional fools,9
hilly eye,0
alasdair roberts & friends,0
camper van beethoven,33
brokeback,21
everything everything,51
j dilla,57
california x,4
free energy,18
mouse on tha track,43
dutch uncles,18
christopher owens,29
retribution gospel choir,5
jeezy,71
mystical weapons,0
arbouretum,14
yo la tengo,54
parquet courts,47
shugo tokumaru,27
villagers,52
meyhem lauren,45
the congos,45
sun araw,33
masta killa,54
ethernet,27
dj nature,19
stars of the lid,42
frankie knuckles,47
tall firs,1
holopaw,5
l. pierre,5
jawbreaker,40
pantha du prince & the bell laboratory,32
pro era,37
heathered pearls,22
kowloon walled city,23
t.i.,76
wooden wand,9
mats gustafsson,15
tall ships,21
the heartbreakers,21
roy montgomery,26
billow observatory,21
three legged race,1
florian hecker,6
larry gus,12
broadcast,50
herbert,61
king louie,43
incantation,31
a$ap rocky,86
alexis taylor,28
legowelt,31
theologian,2
chief keef,77
a-trak,63
starkey,28
sigha,9
taco leg,0
wiz khalifa,83
rich kidz,34
gate,38
bell witch,29
dangelo,62
jk flesh / prurient,38
the game,72
window twins,1
bjrk,64
amy winehouse,78
lil durk,81
estasy,62
raglani,0
big boi,54
peaking lights,28
charles mingus,49
cold pumas,2
captain murphy,24
jozef van wissem & jim jarmusch,17
the rosebuds,31
girls aloud,54
starred,1
memory tapes,31
saint etienne,47
stubborn heart,6
von,62
sharon van etten,59
tiga,49
roomful of teeth,27
nidingr,6
interpol,63
alicia keys,79
wu-block,14
forgotten tomb,29
cut hands,2
tyvek,10
dragged into sunlight,28
massive attack,69
daniel lopatin,27
the crystal ark,5
allah-las,54
x-tg,0
nico muhly,38
nadja,19
bikini kill,52
bad brains,48
boody & le1f,36
ex-cult,13
solange,62
too $hort,64
the people's temple,7
rihanna,92
gerry read,41
eternal tapestry,9
downfall of gaia,19
dinosaur jr.,51
ratking,22
raime,19
forma,38
heems,36
jessica pratt,59
p.o.s.,37
the evens,28
el perro del mar,29
kevin drumm,12
isis,37
the babies,29
freeway,53
lukid,14
sufjan stevens,71
oneida,16
school of seven bells,32
davinci,42
ital tek,29
ital,61
mr. muthafuckin exquire,28
crystal castles,72
jessica bailiff,16
mad music inc.,49
joni mitchell,65
prince rama,28
graveyard,44
dead prez,47
karriem riggins,44
lindstrm,37
halls,83
anaal nathrakh,38
vitalic,53
viv albertine,4
fatima al qadiri,25
brian eno,61
trop tard,0
early graves,13
dirty projectors,41
emeralds,21
king dude,36
outer minds,0
bison b.c.,13
the soft moon,37
dreamscape,6
atriarch,31
people get ready,59
the coup,40
martha wainwright,47
tracey thorn,46
vessel,53
mac demarco,81
meek mill,75
michael mayer,35
egyptian hip hop,14
sweet valley,23
crazy horse,56
main attrakionz,42
prins thomas,35
cody chesnutt,48
grmln,37
andy stott,37
neurosis,33
matthew friedberger,2
chad valley,32
diamond rings,15
black moth super rainbow,43
goat,42
oren ambarchi,26
robin fox,17
the luyas,5
...and you will know us by the trail of dead,36
matt & kim,49
born gold,11
dark dark dark,35
the secret,51
titus andronicus,30
laurie spiegel,31
ellie goulding,80
julie doiron,65
yakuza,9
kendrick lamar,97
sinkane,34
u.s. girls,38
god seed,22
bat for lashes,45
hercules and love affair,45
pig destroyer,39
talk normal,3
jason molina,47
prince paul,35
times new viking,16
race horses,3
philip glass,60
cee-lo green,66
jason lytle,23
naomi punk,8
zodiac,63
pinback,47
rudi zygadlo,8
letting up despite great faults,24
daphni,41
tamaryn,40
two fingers,38
earlimart,20
godspeed you! black emperor,47
ben gibbard,43
young dro,53
car bomb,33
converge,43
mellowhype,38
sabbath assembly,12
ladyhawk,44
trash talk,29
fabulous diamonds,1
night moves,41
shed,37
metz,31
a.c. newman,28
paws,71
royal-t,29
chrome canyon,19
lord huron,78
weapon,33
tame impala,81
john cale,47
maserati,23
woo,47
taken by trees,36
sensations' fix,13
rangda,2
miguel,82
menace ruine,22
young smoke,32
seapony,29
beth orton,42
sun airway,13
moon duo,35
sarin smoke,0
muse,76
field music,26
terror danjah,17
the hood internet,5
flying lotus,58
patrick wolf,33
mark eitzel,20
tilly and the wall,23
weird weeds,0
yoko ono / kim gordon / thurston moore,54
blut aus nord,30
alt-j,70
levek,47
valgeir sigursson,34
lupe fiasco,67
n sensae,8
sera cahoone,24
aluk todolo,12
lightning bolt,30
rene hell,2
chris cohen,33
juju & jordash,6
melody's echo chamber,46
tussle,4
robert hood,31
ricardo villalobos,34
mala,50
enslaved,38
the soft pack,28
kreayshawn,46
lavender diamond,24
efterklang,37
how to dress well,28
iamamiwhoami,37
the jon spencer blues explosion,42
ben folds five,46
winterfylleth,27
the gaslamp killer,36
brother ali,49
james iha,20
sic alps,17
g.o.o.d. music,76
woods,41
the sea and cake,34
hooded menace,18
corin tucker band,4
six organs of admittance,35
dj shadow,63
holy other,29
neil halstead,33
gaza,31
menomena,33
field report,15
turbo fruits,6
the raveonettes,43
the music tapes,27
john tejada,40
david byrne,53
cult of youth,8
the helio sequence,31
metronomy,63
sondre lerche,38
the xx,66
mono,46
the avett brothers,60
the vaccines,55
jens lekman,34
patterson hood,39
lv,87
mark fell,11
mndr,44
cat power,56
a$ap mob,58
the fresh & onlys,20
lace curtains,7
maria minerva,22
deerhoof,39
stars,66
the orb,44
two gallants,32
andrew w.k.,51
xxl,50
django django,42
serpentine path,2
nihill,1
dan deacon,41
blu & exile,38
jj doom,41
ombre,42
delicate steve,45
harry pussy,10
matthew dear,37
krallice,21
stagnant pools,1
divine fits,26
beanie sigel,52
nathan fake,34
poor moon,9
ariel pink's haunted graffiti,48
bill fay,37
the black swans,1
spector,36
blur,70
redd kross,30
opossom,8
xibalba,30
shintaro sakamoto,42
jessie ware,58
ride,45
mungolian jet set,15
dabke,39
yeasayer,41
the darkness,58
ice choir,11
blackalicious,45
lil b,87
cid rim,25
ash borer,8
archers of loaf,37
spider bags,7
jukebox the ghost,49
lorelei,40
roxy music,61
alice cohen,1
nina sky,60
oneman,28
janka nabay and the bubu gang,3
dead can dance,50
niki and the dove,59
the locust,26
dignan porch,8
alan splet,28
nude beach,3
willits + sakamoto,64
hour of 13,21
domo genesis,57
wishmountain,8
samara lubelski,6
seams,22
husky,48
three mile pilot,19
antony and the johnsons,47
jhann jhannsson,63
apache dropout,0
the books,38
fennesz,37
fergus & geronimo,12
troy ave,47
bonde do rol,25
nachtmystium,21
antibalas,35
sir richard bishop,20
paul simon,70
glacial,10
evoken,18
samothrace,1
pierre schaeffer,14
rick ross,77
sugar,62
white lung,25
lost sounds,18
gza,60
cooly g,14
om,83
idjut boys,19
konx-om-pax,23
the antlers,42
the gaslight anthem,53
jimmy cliff,58
blanck mass,28
tnght,31
micachu and the shapes,24
eternal summers,14
gary war,4
ihsahn,35
purity ring,49
fang island,17
laetitia sadier,47
passion pit,60
azealia banks,64
luke haines,20
john maus,46
family band,11
icky blossoms,25
the very best,39
erika spring,14
poolside,59
woody guthrie,47
jeff the brotherhood,28
van she,31
frank ocean,88
lil reese,58
agalloch,40
mission of burma,33
deathspell omega,32
tom findlay,4
aesop rock,55
digitalism,47
debo band,2
dusted,26
arrange,28
deep time,4
everything but the girl,63
twin shadow,49
jeans wilder,2
jj,62
bosse-de-nage,14
the amazing,52
a lull,1
milk maid,0
donnie & joe emerson,42
richard hawley,48
port st. willow,15
kotki dwa,0
codeine,31
pop etc,37
gojira,65
wymond miles,2
kitty pryde,40
totally enormous extinct dinosaurs,48
old man gloom,10
ides of gemini,5
diiv,51
modeselektor,45
the intelligence,15
ty segall band,25
a place to bury strangers,36
the cinematic orchestra,64
father yod and the source family,1
the hundred in the hands,21
bon iver,77
blues control,5
echo lake,6
process of guilt,2
onra,44
silver jews,47
polysick,4
zulu winter,13
usher,82
dz deathrays,36
the db's,23
piano magic,31
kelly hogan,15
fiona apple,65
can,75
lower,42
royal thunder,24
2:54,14
catcall,16
bobby womack,58
dawnbringer,8
friends,52
dexys,62
jherek bischoff,20
witch mountain,12
the tallest man on earth,51
arthur russell,46
peter zummo,18
jaill,12
hot chip,52
metric,63
bullion,35
ursprung,19
burzum,49
captain beefheart,43
the young,42
smoke fairies,21
the hives,57
ryan monroe,19
cadence weapon,28
mystery jets,42
patti smith,58
dntel,28
d'eon,18
beak>,36
ab-soul,61
pauline oliveros,23
teen daze,38
mina tindle,22
liars,32
gossip,52
oddisee,50
saint vitus,30
airbird,6
the wake,29
david banner,52
aldebaran,0
health,59
the mynabirds,21
regina spektor,62
tu fawning,4
japandroids,37
lemonade,0
scissor sisters,60
plankton wat,4
the walkmen,46
talwst,0
slugabed,7
jam city,38
linda mccartney,54
mutilation rites,3
exitmusic,29
advance base,27
reptar,23
rye rye,35
spacin',2
the trypes,2
hauschka,37
hilary hahn,50
andrew weatherall,33
grass widow,11
choir of young believers,34
el-p,58
dope body,13
baio,34
jimmy edgar,32
squarepusher,44
abba,81
rsenkpf,
distal,3
garbage,60
the pharcyde,60
lungfish,31
ethel,68
k-holes,1
violens,21
one little plane,30
me,83
killer mike,62
silversun pickups,55
sidi tour,10
ktl,55
moe tucker,15
beach house,74
father john misty,70
motion sickness of time travel,1
ramona falls,22
royal headache,33
geoff barrow,40
ben salisbury,40
craft spells,39
david daniell,21
douglas mccombs,9
off!,30
sleep,78
here we go magic,30
acephalix,7
lone,59
moss icon,26
the electronic anthology project,42
jk flesh,21
felix,63
cornershop,49
ps i love you,5
s. carey,41
lazer sword,5
damon albarn,48
girl unit,19
the cribs,44
horseback,10
dave aju,11
electric guest,53
lee hazlewood,49
marina and the diamonds,74
led er est,15
kindness,34
fela kuti,49
filastine,14
wolfbrigade,28
santigold,66
the brian jonestown massacre,54
yellow ostrich,31
the primitives,41
lower dens,32
dean blunt and inga copeland,0
cold specks,27
gravenhurst,23
light asylum,29
trouble books,2
billy bragg,52
wilco,61
miles kane,55
mohn,59
secrets of the moon,12
nuojuva,35
black breath,26
horse feathers,37
dylan ettinger,0
brendan benson,29
struck by lightning,1
volcano the bear,1
jack white,59
torche,31
suckers,9
the dandy warhols,54
opeth,59
james blackshaw,19
diamond rugs,21
rustie,32
stalley,43
grinderman,40
anhedonist,14
amps for christ,10
rufus wainwright,55
lissy trullie,19
dog shredder,0
battles,34
la sera,29
allo darlin',24
molly nilsson,44
young prisms,25
spiritualized,44
siinai,9
king felix,14
lushlife,20
black dice,15
elite gymnastics,4
120 days,6
florence and the machine,79
vijay iyer trio,17
conan,80
oberhofer,50
quakers,25
split cranium,0
circle of ouroborus,64
sandy bull & the rhythm ace,69
big baby gandhi,6
m. ward,48
grand duchy,4
fat trel,44
chains of love,63
alabama shakes,61
inverloch,2
magic bullets,8
nicki minaj,86
rusko,46
addison groove,24
graham coxon,41
bear in heaven,25
ryan power,13
orbital,49
firehose,29
anas mitchell,64
great lake swimmers,46
breton,59
chromatics,58
black mountain,36
dr. john,52
lotus plaza,18
au,76
lightships,9
zammuto,26
hundred waters,43
miike snow,55
worm ouroboros,3
theesatisfaction,11
weird dreams,4
les discrets,32
georgia anne muldrow,36
ben chasny,2
gala drop,3
carter tutti void,7
the chemical brothers,64
amadou & mariam,57
madonna,80
tanlines,25
paul weller,53
black to comm,7
mirel wagner,27
s / s / s,70
voices from the lake,17
cam'ron,60
mckenzie eddy,8
pepe delux,28
odd future wolf gang kill them all,54
mirrorring,16
fanfarlo,26
lee ranaldo,24
gentleman jesse,0
the host,1
daniel rossen,40
ben browning,32
dolphins into the future,6
new build,3
the shins,62
unsane,28
the wedding present,35
mi ami,42
sentridoh,18
drudkh,34
white car,2
tribes,23
rimar,16
dva,81
the phenomenal handclap band,36
azusa plane,5
primitive weapons,2
dunes,14
phdre,
rocket juice & the moon,23
spoek mathambo,21
pretty good dance moves,0
the decemberists,54
madlib,67
matthewdavid,17
ketamines,0
masaki batoh,2
vcmg,14
ceremony,37
the chap,19
lee fields & the expressions,46
the magnetic fields,54
white rabbits,26
tyga,79
feedtime,11
mike wexler,24
bowerbirds,28
hodgy,51
alex winston,24
revenge,29
estelle,67
mr. dream,0
tim fite,16
dinowalrus,0
nite jewel,32
bbu,16
belbury poly,18
christian mistress,20
sophia knapp,6
pallbearer,35
the ting tings,51
bodyguard,22
sinad o'connor,64
gang colours,14
dirty three,32
memoryhouse,22
david sylvian,43
trust,47
plants and animals,28
perfume genius,58
karen dalton,45
corrosion of conformity,46
xray eyeballs,3
aaron dilloway,17
hood,59
mark peters,4
hunx,66
eyvind kang,27
ben kweller,43
jim jarmusch,20
goatwhore,31
nick catchdubs,12
jackie chain,32
mind spiders,17
my best fiend,22
pilgrim,6
cursive,42
grimes,69
matt elliott,35
howlin rain,10
liberteer,1
lucky dragons,10
the lemonheads,49
orcas,11
suzanne ciani,34
heartless bastards,45
earth,75
porter ricks,16
sea lions,5
loops of your heart,1
the maccabees,48
carlos giffoni,0
die antwoord,60
fucked up,33
young magic,27
terranova,5
imbogodom,0
air,64
yo gotti,65
daphne oram,16
liam the younger,7
standard fare,8
mark lanegan band,50
mux mool,26
imperial teen,23
the doozer,32
royal baths,1
trailer trash tracys,21
prinzhorn dance school,14
windy & carl,25
the twilight sad,40
benjamin damage & doc daneeka,61
leonard cohen,65
black bananas,5
jason urick,40
o f f love,2
underworld,59
laura gibson,36
lana del rey,91
the 2 bears,29
the caretaker,54
rising,50
leila,40
evan voytas,9
howler,17
pyramids,14
mighty sparrow,29
gonjasufi,29
jacques greene,39
the cramps,55
craig finn,34
dropxlife,38
lamb of god,64
first aid kit,62
cloud nothings,38
dizzee rascal,62
nada surf,50
gangrene,35
hubble,12
chairlift,43
alog,27
young l,39
plug,81
snow patrol,71
the kinks,65
wold,60
pictureplane,30
kathleen edwards,39
loincloth,2
expensive looks,4
trent reznor,35
atticus ross,41
cardinal,34
juicy j,74
the big pink,29
todd terje,46
ernest gonzales,21
jakob olausson,0
bebetune$,34
pinch,55
mars,83
total control,14
floating points,51
escort,31
mobb deep,67
common,62
demdike stare,23
bobby charles,36
household,63
tin man,71
neutral milk hotel,57
dj drama,61
keepaway,1
jacaszek,19
symmetry,23
the cure,76
squadda b,8
jet life,63
pterodactyl,5
v-nasty,20
jennifer o'connor,18
nate young,4
brodinski,35
the d,73
vladislav delay,24
dimlite,24
the strange boys,21
mike g,43
this mortal coil,44
kate wax,1
throbbing gristle,33
charlotte gainsbourg,50
wives,2
eddy current suppression ring,29
sakamoto,64
fred falke,44
jnsi,52
kid sister,30
the black keys,71
statik selektah,50
ymusic,35
yelawolf,66
radio slave,35
the bats,31
luke roberts,3
twilight singers,27
dwarr,14
gorillaz,82
salem,44
the louvin brothers,34
m.e.d.,2
tycho,58
doomtree,30
canyons,25
north highlands,6
boris,63
kate bush,71
g-side,25
laraaji,41
the smiths,79
kieran hebden,20
steve reid,24
carter tanton,8
pinch & shackleton,43
zambri,1
zed bias,33
korallreven,9
ursula bogner,8
bnjmn,0
cynic,36
rangers,18
leviathan,32
teebs,42
wet illustrated,0
u2,78
coasting,26
200 years,43
rick holland,18
nacho picasso,32
misfits,64
atlas sound,33
the juan maclean,33
joker,34
theo parrish,35
evangelista,1
roman flgel,36
the beach boys,72
king midas sound,11
erkin koray,54
weird wives,22
lou reed,63
metallica,83
pandr eyez,0
the king khan experience,0
hammers of misfortune,12
l-vis 1990,12
void,55
young bleed,41
john fahey,41
deer tick,43
coldplay,91
machine head,59
the duke spirit,26
king blood,0
roberto cacciapaglia,46
rob crow,23
tom waits,59
the beets,18
mondkopf,12
stevie jackson,5
talk talk,59
sandro perri,21
white denim,41
cubic zirconia,8
milagres,10
class actress,45
twerps,25
water borders,0
my brightest diamond,32
noel gallagher's high flying birds,59
kuedo,21
mark sultan,12
jane's addiction,55
the atlas moth,8
jonti,25
casiokids,26
icebird,23
dreamers of the ghetto,0
high places,11
xeno & oaklander,25
hull,26
crooked fingers,25
pallers,2
ryan adams,56
absu,31
total babes,1
the drift,59
radiohead,85
future islands,60
walls,34
blue daisy,9
ayshay,1
martyn,25
loney dear,30
gui boratto,46
stare case,0
young man,44
drc music,11
the embassy,20
sleep  over,59
luomo,21
feist,59
we were promised jetpacks,42
spank rock,37
craig wedren,42
cerebral ballzy,21
rwake,24
mekons,33
plaid,37
brett anderson,24
speculator,0
twin sister,43
big troubles,16
wolves in the throne room,31
fred mcdowell,34
jack oblivian,6
bvdub,28
paul white,26
fatoumata diawara,54
tropics,33
boom bip,27
s.c.u.m.,4
disco inferno,20
tammar,1
megafaun,29
chllngr,2
regina,62
das racist,29
the drums,63
slow club,30
fungi girls,3
neon indian,47
808 state,42
vaz,14
wild flag,15
ladytron,49
a winged victory for the sullen,44
pink skull,7
cant,48
girls,64
hella,34
the raincoats,33
mates of state,32
ricardo villalobos and max loderbauer,34
art of noise,45
steve reich and kronos quartet,50
whatever brains,1
gotye,71
terius nash,1
yob,31
winter family,9
cymbals eat guitars,20
peter wolf crier,19
the rapture,45
shimmering stars,13
htrk,35
azari & iii,46
deleted scenes,2
oupa,2
stephin merritt,22
red hot chili peppers,84
grandaddy,45
alias,38
glen campbell,62
male bonding,8
balam acab,26
nick diamonds,14
amen dunes,38
gold leaves,6
ganglians,3
mister heavenly,25
drive-by truckers,51
mimeo,25
the war on drugs,61
cut off your hands,16
fruit bats,55
razika,34
fool's gold,27
popol vuh,34
toddla t,44
southern shores,29
braid,37
jesse sykes & the sweet hereafter,25
serge gainsbourg,56
collections of colonies of bees,31
surgeon,28
dom,72
greneberg,6
dennis bovell,31
pulp,60
dave.i.d,0
beirut,56
idaho,28
the advisory circle,22
is tropical,31
efrim manuel menuck,19
lloyd,70
alex clare,53
boston spaceships,11
chiddy bang,49
jrgen mller,
screaming trees,46
comet gain,13
sorry bamba,4
wu-tang,68
william elliott whitmore,37
elysian fields,35
hudson mohawke,44
release the sunbird,11
nicholas szczepanik,34
grieves,48
ssion,23
viva brother,7
marvin gaye,75
philip selway,39
mike simonetti,22
baobinga and co.,28
ada,60
tiger & woods,28
army navy,52
molly sweeney,0
little dragon,61
random axe,16
sebastian,80
the horrors,47
fruit tree foundation,55
megadeth,70
"borden, ferraro, godin, halo & lopatin",
samiyam,28
sons and daughters,56
the cool kids,35
siriusmo,42
olivia wyatt,2
sole and the skyrider band,48
singer,30
ratcliffe,61
the chain gang of 1974,46
gomez,44
biosphere,42
miracle fortress,20
foster the people,73
brilliant colors,1
cian nugent,6
gold-bears,2
emmy the great,24
vybz kartel,68
father's children,31
atari teenage riot,37
vast aire,28
big sean,77
the poison control center,2
yacht,79
brown recluse,1
mexicans with guns,6
norm macdonald,35
vampillia,16
kate simko,34
tearist,3
the wooden birds,15
handsome furs,27
vladislav delay quartet,0
witch gardens,56
diskjokke,13
shabazz palaces,33
robag wruhme,35
graham wright,4
other lives,42
cliffie swan,21
wu lyf,27
young montana,0
bobby,57
6th borough project,26
ungdomskulen,8
bomb and mr. caribbean,74
silkie,21
"1,2,3",14
bruno pronsato,8
brent hinds,20
bodies of water,26
shine 2009,7
international harvesters,13
mv & ee,24
wet hair,1
mercury rev,43
ikue mori,18
processory,1
puerto rico flowers,1
dj harvey,3
vetiver,38
kyle bobby dunn,27
hail mary mallon,35
an horse,15
junior boys,34
black eagle child,1
the ladybug transistor,26
jackie-o motherfucker,14
black lips,40
buzzcocks,49
these trails,24
mickey newbury,26
amon tobin,45
tom vek,28
tom trago,25
the coathangers,27
chalk circle,21
ear pwr,1
alina simone,1
frank fairfield,27
ford & lopatin,13
hooray for earth,25
david thomas broughton,13
the elected,21
the most serene republic,11
eddie vedder,63
group doueh,9
bachelorette,11
my morning jacket,56
phil cook & his feat,67
aidan moffat,21
bill wells,17
pulseprogramming,4
d. charles speer,0
the unthanks,30
manchester orchestra,62
reatards,21
nat baldwin,2
sightings,3
brave irene,1
friendly fires,41
2562,16
thurston moore,32
howe gelb & a band of gypsies,30
dale earnhardt jr. jr.,38
blue sky black death,30
johan agebjrn,24
title tracks,1
let's wrestle,10
secret cities,4
white fang,12
ensemble,38
urge overkill,49
blank dogs,8
13 & god,18
iggy pop,61
sloan,40
psychedelic horseshit,2
nodzzz,1
danger mouse,62
daniele luppi,42
africa hitech,12
moby,70
chad vangaalen,30
liturgy,26
des ark,9
omar rodriguez-lpez,57
timber timbre,47
steve earle,60
chrissy murderbot,2
ema,50
the felice brothers,43
damon & naomi,14
dominik eulberg,42
david kilgour and the heavy eights,25
gang gang dance,26
the u.n.,0
malajube,27
the wave pictures,27
joan as police woman,40
fredrik,22
beastie boys,69
cat's eyes,22
michael chapman,29
grails,30
the high llamas,28
snowman,38
jason forrest,2
zomes,9
fleet foxes,64
blueprint,32
james pants,20
i'm from barcelona,27
whomadewho,59
prefuse 73,34
del the funky homosapien,53
stricken city,1
dj quik,54
thao & mirah,20
the donkeys,33
about group,4
acid house kings,18
chain and the gang,18
figurines,20
mf doom,76
max b,49
gatto fritto,6
tv ghost,2
jonny,75
young widows,24
southeast engine,2
pantha du prince,32
guillemots,30
little scream,27
o'death,30
family portrait,81
tune-yards,41
kode9 & the spaceape,1
the head and the heart,65
foo fighters,77
jamaica,12
jamie woon,44
atmosphere,56
ponytail,7
the low anthem,25
starfucker,57
tv on the radio,58
the feelies,35
quintron,11
panda bear,59
vivian girls,25
glasvegas,36
jason isbell and the 400 unit,54
snoop dogg,83
maritime,21
the kills,50
j.rocc,26
chris forsyth,17
the death set,30
unkle,51
